position,substitute,match_id,player.name,player.id,statistics.totalPass,statistics.accuratePass,statistics.totalLongBalls,statistics.accurateLongBalls,statistics.goalAssist,statistics.accurateOwnHalfPasses,statistics.totalOwnHalfPasses,statistics.accurateOppositionHalfPasses,statistics.totalOppositionHalfPasses,statistics.ballRecovery,statistics.savedShotsFromInsideTheBox,statistics.saves,statistics.minutesPlayed,statistics.touches,statistics.rating,statistics.possessionLostCtrl,statistics.expectedAssists,statistics.ratingVersions.original,statistics.ratingVersions.alternative,statistics.totalShots,statistics.goalsPrevented,statistics.totalCross,statistics.duelWon,statistics.bigChanceMissed,statistics.shotOffTarget,statistics.onTargetScoringAttempt,statistics.hitWoodwork,statistics.outfielderBlock,statistics.interceptionWon,statistics.wasFouled,statistics.totalOffside,statistics.expectedGoals,statistics.expectedGoalsOnTarget,statistics.totalClearance,statistics.keyPass,statistics.aerialLost,statistics.duelLost,statistics.challengeLost,statistics.errorLeadToAGoal,statistics.unsuccessfulTouch,statistics.aerialWon,statistics.fouls,statistics.totalContest,statistics.wonContest,statistics.dispossessed,statistics.blockedScoringAttempt,statistics.totalTackle,statistics.wonTackle,statistics.accurateCross,statistics.bigChanceCreated,statistics.goodHighClaim,statistics.totalKeeperSweeper,statistics.accurateKeeperSweeper,statistics.errorLeadToAShot,statistics.goals,statistics.crossNotClaimed,statistics.punches,statistics.clearanceOffLine,statistics.penaltyWon,statistics.penaltyConceded,statistics.penaltyFaced,statistics.lastManTackle,statistics.penaltyMiss,statistics.penaltySave,statistics.ownGoals
G,False,12437495,Ørjan Nyland,22209,27.0,11.0,20.0,4.0,0,7.0,9.0,4.0,18.0,10.0,,3.0,90,41.0,7.2,17.0,0.00090421,7.2,7.0,0,0.4907,,2.0,,,,,,,2.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
D,False,12437495,Juanlu Sánchez,1010655,38.0,33.0,3.0,2.0,0,12.0,14.0,21.0,28.0,3.0,,,90,70.0,8.6,12.0,0.0941956,8.6,8.3,0,,4.0,12.0,,,,,2.0,1.0,2.0,,,,2.0,2.0,,2.0,,,1.0,,2.0,2.0,2.0,,,8.0,4.0,,,,,,,,,,,,,,,,,
D,False,12437495,Loïc Badé,1006489,37.0,30.0,7.0,4.0,0,18.0,18.0,12.0,19.0,3.0,,,90,57.0,7.7,8.0,0.00682064,7.7,7.5,0,,,7.0,,,,,2.0,,1.0,,,,8.0,,2.0,4.0,,,,2.0,1.0,,,1.0,,4.0,2.0,,,,,,,,,,,,,,,,,
D,False,12437495,Kike Salas,1097719,22.0,17.0,4.0,,0,15.0,15.0,2.0,7.0,3.0,,,44,29.0,6.6,7.0,0.00127131,6.6,6.6,0,,,2.0,,,,,,,,,,,2.0,,2.0,3.0,,,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437495,José Ángel Carmona,1015240,31.0,24.0,5.0,1.0,0,14.0,15.0,10.0,18.0,3.0,,,90,54.0,7.4,12.0,0.00615284,7.4,6.8,1,,2.0,3.0,,,,,,3.0,2.0,,0.0617,,2.0,1.0,,3.0,,,2.0,,4.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
M,False,12437495,Lucien Agoumé,960006,41.0,34.0,4.0,1.0,1,15.0,16.0,19.0,28.0,10.0,,,90,63.0,7.3,14.0,0.0825303,7.3,7.4,0,,3.0,6.0,,,,,1.0,1.0,,,,,3.0,2.0,2.0,8.0,1.0,,2.0,,3.0,2.0,2.0,2.0,,4.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437495,Djibril Sow,799054,32.0,27.0,1.0,,0,11.0,12.0,16.0,20.0,3.0,,,76,43.0,7.0,7.0,0.066539,7.0,6.7,1,,,3.0,,,,,1.0,3.0,1.0,,0.0275,,,,,2.0,,,2.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
M,False,12437495,Suso,96370,34.0,27.0,2.0,1.0,0,10.0,11.0,17.0,35.0,6.0,,,90,72.0,6.9,25.0,0.0547801,6.9,7.0,1,,12.0,8.0,,,,,,2.0,2.0,,0.0984,,2.0,,,9.0,1.0,,,,2.0,5.0,2.0,3.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,
M,False,12437495,Albert Sambi Lokonga,901892,21.0,19.0,3.0,3.0,0,7.0,8.0,12.0,13.0,3.0,,,59,30.0,7.1,5.0,0.0770824,7.1,6.5,3,,,1.0,,2.0,1.0,,,,,,0.2784,0.1973,,1.0,2.0,5.0,,,2.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
M,False,12437495,Dodi Lukebakio,823631,27.0,21.0,2.0,,0,6.0,7.0,15.0,21.0,3.0,,,90,45.0,7.0,13.0,0.0246464,7.0,6.9,2,,1.0,6.0,,1.0,,,,,4.0,1.0,0.595,,1.0,,1.0,3.0,,,5.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
F,False,12437495,Alvaro Garcia-Pascual,1929542,11.0,7.0,,,0,2.0,2.0,5.0,10.0,,,,74,24.0,7.3,11.0,0.0148488,7.3,7.4,1,,1.0,5.0,,,1.0,,,,,,0.1088,0.7747,1.0,1.0,2.0,6.0,1.0,,5.0,4.0,2.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
D,True,12437495,Ramón Martínez,1090681,9.0,9.0,,,0,7.0,7.0,2.0,2.0,,,,46,14.0,6.7,,0.00307206,6.7,6.9,0,,,1.0,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437495,Nemanja Gudelj,68332,8.0,7.0,1.0,1.0,0,5.0,5.0,2.0,3.0,1.0,,,31,15.0,6.8,1.0,0.00157064,6.8,7.0,0,,,3.0,,,,,,,,,,,4.0,,1.0,1.0,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
F,True,12437495,Leandro Antonetti,1158547,3.0,1.0,,,0,,1.0,1.0,2.0,2.0,,,16,11.0,6.0,6.0,0.0001889,6.0,6.3,1,,,,1.0,,1.0,,,,,,0.1446,0.178,,,,2.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
M,True,12437495,Saúl Ñíguez,116955,4.0,1.0,2.0,,0,,1.0,1.0,4.0,,,,14,7.0,6.2,5.0,0.00091412,6.2,6.4,0,,1.0,2.0,,,,,,,,,,,1.0,,,4.0,1.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
G,False,12437495,Dinko Horkaš,855922,42.0,32.0,13.0,3.0,0,26.0,29.0,6.0,13.0,6.0,1.0,3.0,90,50.0,6.8,10.0,0.00302334,6.8,6.5,0,0.15,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
D,False,12437495,Viti Rozada,1031499,22.0,19.0,1.0,,0,13.0,14.0,6.0,8.0,5.0,,,82,44.0,6.9,7.0,0.002311,6.9,6.9,0,,,3.0,,,,,1.0,,2.0,,,,3.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437495,Alex Suárez,914848,42.0,34.0,6.0,2.0,0,28.0,30.0,6.0,13.0,2.0,,,70,57.0,6.5,10.0,0.00148413,6.5,6.1,1,,1.0,1.0,,1.0,,,,1.0,,,0.0112,,2.0,,,2.0,,,1.0,,2.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
D,False,12437495,Juanma Herzog,1513451,48.0,42.0,4.0,,0,34.0,35.0,8.0,13.0,1.0,,,90,63.0,6.6,7.0,0.00166849,6.6,6.2,0,,,3.0,,,,,1.0,2.0,,,,,9.0,,3.0,7.0,2.0,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
D,False,12437495,Mika Mármol,979146,39.0,27.0,10.0,1.0,0,9.0,12.0,18.0,32.0,4.0,,,90,79.0,6.5,29.0,0.079513,6.5,6.1,0,,5.0,4.0,,,,,,1.0,1.0,,,,5.0,2.0,,7.0,2.0,,1.0,1.0,2.0,1.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,
M,False,12437495,Sandro Ramírez,188407,24.0,16.0,3.0,,0,3.0,6.0,13.0,19.0,4.0,,,90,48.0,6.5,18.0,0.0162929,6.5,6.3,5,,1.0,5.0,,4.0,,,,,3.0,,0.1349,,1.0,1.0,1.0,7.0,,,4.0,,3.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
M,False,12437495,Stefan Bajčetić,1142636,20.0,15.0,1.0,1.0,0,10.0,13.0,5.0,7.0,2.0,,,51,37.0,6.4,11.0,0.00213341,6.4,6.6,1,,,5.0,,,,,,,1.0,,0.0299,,2.0,1.0,1.0,6.0,,,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
M,False,12437495,José Campaña,96373,48.0,42.0,5.0,4.0,0,23.0,26.0,20.0,24.0,5.0,,,70,62.0,6.8,12.0,0.0186957,6.8,7.1,1,,2.0,2.0,,,1.0,,1.0,1.0,1.0,,0.0206,0.0428,,1.0,,4.0,1.0,,2.0,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
M,False,12437495,Alberto Moleiro,1012444,34.0,27.0,,,0,10.0,12.0,17.0,22.0,5.0,,,82,45.0,6.4,14.0,0.0489631,6.4,6.3,0,,,3.0,,,,,,,1.0,,,,,2.0,,6.0,,,1.0,,,4.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,
F,False,12437495,Adnan Januzaj,328145,28.0,22.0,2.0,1.0,0,8.0,8.0,14.0,20.0,4.0,,,70,50.0,7.1,11.0,0.0245117,7.1,7.1,4,,,8.0,,,2.0,,,2.0,6.0,,0.2364,0.4479,1.0,1.0,,4.0,1.0,,2.0,2.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,
F,False,12437495,Oliver McBurnie,367228,5.0,2.0,,,0,2.0,2.0,,3.0,,,,90,12.0,6.7,5.0,4.847e-05,6.7,6.4,0,,,6.0,,,,,,,2.0,1.0,,,2.0,1.0,6.0,8.0,1.0,,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437495,Dário Essugo,1110006,28.0,26.0,2.0,1.0,0,16.0,17.0,10.0,11.0,5.0,,,39,34.0,6.6,2.0,0.00554653,6.6,6.9,1,,,1.0,,,,,1.0,,,,0.0146,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
M,True,12437495,Manuel Fuster,916654,25.0,19.0,6.0,3.0,0,12.0,12.0,8.0,14.0,2.0,,,20,33.0,7.4,6.0,0.0461532,7.4,7.4,0,,1.0,6.0,,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
M,True,12437495,Javier Muñoz,353154,19.0,18.0,1.0,1.0,0,7.0,7.0,11.0,12.0,3.0,,,20,22.0,6.7,1.0,0.0133649,6.7,6.7,1,,,2.0,,,,,,,,,0.0275,,,,,2.0,,,,,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
F,True,12437495,Marc Cardona,841854,5.0,3.0,,,0,3.0,4.0,,1.0,1.0,,,20,12.0,6.4,5.0,8.942e-05,6.4,6.4,0,,,3.0,,,,,,,1.0,,,,,,2.0,5.0,,,,,1.0,1.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,
D,True,12437495,Marvin Park,960401,2.0,1.0,,,0,,,1.0,2.0,,,,8,3.0,6.5,1.0,0.00012359,6.5,6.6,0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,True,12437495,Jaime Mata,351140,2.0,1.0,,,0,,,1.0,2.0,,,,8,2.0,6.4,1.0,0.00023713,6.4,6.3,0,,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437484,Antonio Sivera,369004,26.0,7.0,26.0,7.0,0,1.0,3.0,6.0,23.0,6.0,3.0,3.0,90,32.0,7.5,19.0,0.00402826,7.5,7.1,0,0.2161,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,
D,False,12437484,Nahuel Tenaglia,896073,36.0,25.0,3.0,,0,8.0,11.0,17.0,29.0,2.0,,,90,67.0,7.8,19.0,0.0175017,7.8,7.4,1,,4.0,6.0,,,1.0,,1.0,,1.0,,0.0102,0.0131,4.0,,1.0,1.0,,,,1.0,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,
D,False,12437484,Facundo Garcés,879875,27.0,21.0,4.0,,0,15.0,15.0,6.0,13.0,2.0,,,90,43.0,7.2,8.0,0.665142,7.2,7.9,2,,1.0,4.0,,,,,,1.0,,,0.0261,,6.0,1.0,3.0,5.0,,,1.0,2.0,2.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,
D,False,12437484,Santiago Mouriño,1468046,34.0,29.0,4.0,1.0,0,18.0,19.0,11.0,15.0,1.0,,,90,48.0,7.7,5.0,0.00496716,7.7,7.5,1,,,5.0,,1.0,,,,1.0,3.0,,0.0458,,6.0,,,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,
D,False,12437484,Manuel Sánchez,984789,22.0,19.0,2.0,1.0,0,11.0,12.0,9.0,12.0,4.0,,,90,41.0,7.3,7.0,0.0304578,7.3,6.8,0,,2.0,3.0,,,,,1.0,2.0,,,,,,1.0,1.0,4.0,2.0,,2.0,,1.0,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,
M,False,12437484,Antonio Blanco,855832,43.0,33.0,3.0,,0,15.0,17.0,18.0,27.0,8.0,,,84,48.0,6.2,11.0,0.00818876,6.2,6.2,0,,1.0,,,,,,,,,,,,2.0,,,6.0,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
M,False,12437484,Carlos Vicente,1084399,41.0,34.0,,,0,12.0,14.0,23.0,33.0,6.0,,,90,60.0,6.8,19.0,0.042054,6.8,6.4,1,,6.0,2.0,,,1.0,,,,1.0,1.0,0.0415,0.0694,,1.0,1.0,5.0,,,3.0,1.0,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,
M,False,12437484,Jon Guridi,788141,18.0,12.0,,,0,2.0,3.0,10.0,15.0,1.0,,,65,25.0,6.4,8.0,0.00675993,6.4,5.8,1,,,2.0,1.0,,1.0,,,1.0,,,0.6268,0.865,1.0,,3.0,3.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
M,False,12437484,Ander Guevara,891931,41.0,32.0,3.0,1.0,0,16.0,19.0,17.0,24.0,8.0,,,90,51.0,6.8,13.0,0.0874179,6.8,6.4,0,,2.0,2.0,,,,,,1.0,,,,,,2.0,,8.0,1.0,,2.0,1.0,6.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
M,False,12437484,Carles Aleñá,794937,18.0,13.0,2.0,1.0,0,5.0,7.0,8.0,11.0,4.0,,,89,32.0,7.3,8.0,0.202451,7.3,7.2,2,,,4.0,,1.0,1.0,,,,2.0,,0.0835,0.368,,1.0,,1.0,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
F,False,12437484,Kike García,84972,16.0,12.0,,,0,5.0,6.0,7.0,10.0,6.0,,,89,27.0,6.4,6.0,0.00847889,6.4,6.6,2,,,4.0,1.0,1.0,,,,,2.0,1.0,0.1882,,1.0,,,4.0,2.0,,2.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,
M,True,12437484,Joan Jordán,591750,10.0,7.0,1.0,,0,3.0,4.0,6.0,10.0,2.0,,,25,18.0,7.1,6.0,0.135257,7.1,6.8,1,,4.0,,,,1.0,,,1.0,,,0.7884,0.6874,,1.0,,2.0,,,,,1.0,,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,
M,True,12437484,Carlos Benavídez,873717,3.0,1.0,1.0,1.0,0,,1.0,1.0,2.0,,,,12,4.0,6.5,2.0,0.00096121,6.5,6.6,0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,True,12437484,Toni Martínez,831253,2.0,1.0,,,0,,,1.0,2.0,,,,1,2.0,,1.0,0.00127854,,,0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
F,True,12437484,Tomás Conechny,822607,,,,,0,,,,1.0,,,,1,2.0,,1.0,,,,0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
G,False,12437484,Giorgi Mamardashvili,930997,33.0,28.0,9.0,4.0,0,25.0,27.0,3.0,6.0,10.0,1.0,5.0,90,47.0,7.6,6.0,0.00025417,7.6,6.0,0,1.0029,,,,,,,,,,,,,2.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,
D,False,12437484,Cristhian Mosquera,1144630,56.0,49.0,5.0,2.0,0,29.0,30.0,20.0,26.0,3.0,,,90,74.0,6.6,14.0,0.00660487,6.6,6.6,0,,,1.0,,,,,,,,,,,4.0,,2.0,3.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437484,César Tárrega,996928,67.0,59.0,5.0,2.0,0,53.0,55.0,6.0,12.0,5.0,,,90,75.0,6.8,8.0,0.00263267,6.8,6.7,1,,,4.0,,,1.0,,1.0,,,,0.0238,0.0717,4.0,,4.0,6.0,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
D,False,12437484,Mouctar Diakhaby,797306,59.0,51.0,5.0,1.0,0,40.0,44.0,11.0,15.0,4.0,,,84,76.0,6.9,10.0,0.00336661,6.9,6.3,1,,,1.0,,1.0,,,,6.0,,,0.1859,,6.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
D,False,12437484,José Luis Gayà,227922,39.0,31.0,5.0,3.0,0,23.0,25.0,9.0,17.0,8.0,,,90,66.0,7.1,15.0,0.0479109,7.1,6.7,0,,3.0,4.0,,,,,,3.0,2.0,1.0,,,4.0,1.0,,1.0,,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
M,False,12437484,Luis Rioja,900433,27.0,19.0,4.0,2.0,0,10.0,12.0,12.0,22.0,3.0,,,78,44.0,7.2,13.0,0.491171,7.2,7.2,1,,7.0,5.0,,,1.0,,,,,,0.0175,0.0773,2.0,3.0,,1.0,,,,1.0,,4.0,4.0,1.0,,,,3.0,,,,,1.0,,,,,,,,,,,
M,False,12437484,Pepelu,826948,55.0,44.0,11.0,6.0,0,24.0,26.0,21.0,31.0,5.0,,,90,71.0,7.1,15.0,0.0597326,7.1,7.0,0,,2.0,5.0,,,,,,2.0,2.0,,,,,1.0,2.0,3.0,1.0,,2.0,,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
M,False,12437484,Enzo Barrenechea,1087316,56.0,51.0,5.0,4.0,0,37.0,38.0,14.0,18.0,5.0,,,90,73.0,7.2,5.0,0.0347295,7.2,7.6,1,,,11.0,,,,,1.0,,7.0,,0.0088,,1.0,,1.0,2.0,,,,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
M,False,12437484,Diego López,998950,21.0,15.0,1.0,,0,8.0,10.0,7.0,11.0,3.0,,,65,37.0,6.5,14.0,0.00458931,6.5,6.3,2,,,1.0,,1.0,,,,1.0,1.0,,0.1487,,1.0,,1.0,4.0,,,5.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
F,False,12437484,Rafa Mir,825754,29.0,20.0,1.0,,0,12.0,13.0,9.0,18.0,,,,84,40.0,7.0,12.0,0.051185,7.0,6.3,2,,2.0,2.0,,2.0,,,,,,,0.1362,,,2.0,2.0,3.0,,,2.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
F,False,12437484,Hugo Duro,909119,9.0,5.0,,,0,4.0,5.0,1.0,4.0,2.0,,,65,12.0,6.5,6.0,0.00166942,6.5,6.4,0,,,2.0,,,,,,,1.0,,,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437484,Iván Jaime,951986,4.0,4.0,,,0,,,4.0,4.0,,,,25,11.0,6.9,3.0,0.0140362,6.9,6.6,1,,,3.0,,,1.0,,,,1.0,,0.0598,0.0671,,,,2.0,,,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
F,True,12437484,Umar Sadiq,754710,5.0,4.0,,,0,2.0,3.0,2.0,2.0,,,,25,10.0,6.3,4.0,0.00155066,6.3,6.5,0,,,1.0,,,,,,,1.0,1.0,,,1.0,,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
M,True,12437484,Fran Pérez,966637,4.0,3.0,,,0,2.0,2.0,1.0,2.0,1.0,,,12,8.0,6.2,3.0,0.0366672,6.2,6.3,0,,,,,,,,,,,,,,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
D,True,12437484,Max Aarons,943645,8.0,7.0,1.0,,0,4.0,4.0,3.0,5.0,1.0,,,12,10.0,6.5,2.0,0.00050927,6.5,6.7,0,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,True,12437484,Sergi Canós,790833,3.0,3.0,,,0,2.0,2.0,1.0,1.0,,,,12,8.0,6.7,1.0,0.000648,6.7,6.6,1,,,,,1.0,,,,,,,0.0252,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437500,Luiz Júnior,1066603,27.0,15.0,18.0,7.0,0,11.0,16.0,4.0,11.0,12.0,1.0,6.0,90,43.0,8.2,12.0,0.00194717,8.2,8.3,0,0.6404,,1.0,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,
D,False,12437500,Pau Navarro,1525863,17.0,15.0,3.0,2.0,0,8.0,9.0,7.0,8.0,3.0,,,45,24.0,6.3,4.0,0.00584177,6.3,6.7,0,,,1.0,,,,,,,,,,,,,,6.0,4.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
D,False,12437500,Juan Foyth,873189,41.0,38.0,5.0,3.0,0,30.0,31.0,8.0,10.0,7.0,,,90,58.0,7.8,3.0,0.00235121,7.8,7.6,2,,,4.0,,1.0,1.0,,1.0,2.0,,,0.0645,0.0288,10.0,,1.0,2.0,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
D,False,12437500,Logan Costa,911853,32.0,29.0,4.0,2.0,0,21.0,24.0,8.0,8.0,2.0,,,90,39.0,7.1,3.0,0.00298907,7.1,7.5,0,,,4.0,,,,,1.0,1.0,,,,,2.0,,,4.0,2.0,,,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,,
D,False,12437500,Alfonso Pedraza,797290,23.0,20.0,3.0,2.0,1,10.0,10.0,10.0,13.0,3.0,,,73,37.0,7.1,7.0,0.011083,7.1,6.9,1,,,,,,,,,1.0,,,0.2023,,,1.0,,3.0,,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
M,False,12437500,Pape Gueye,879694,44.0,37.0,4.0,3.0,0,25.0,28.0,12.0,16.0,6.0,,,90,56.0,7.2,8.0,0.0984243,7.2,7.2,2,,,3.0,1.0,,1.0,,2.0,3.0,,,0.1399,0.0775,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
M,False,12437500,Dani Parejo,39182,32.0,26.0,6.0,3.0,0,16.0,17.0,11.0,17.0,6.0,,,64,40.0,7.1,7.0,0.0615644,7.1,7.1,1,,2.0,3.0,,1.0,,,,,1.0,,0.0845,,2.0,1.0,,2.0,2.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
M,False,12437500,Nicolas Pépé,593526,21.0,18.0,1.0,1.0,0,3.0,5.0,15.0,16.0,3.0,,,73,38.0,7.8,8.0,0.164091,7.8,8.6,1,,,6.0,,,1.0,,,,1.0,,0.2196,0.3275,2.0,3.0,,7.0,4.0,,2.0,,,4.0,4.0,3.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
M,False,12437500,Alejandro Baena,910031,29.0,22.0,2.0,2.0,1,6.0,8.0,18.0,24.0,3.0,,,90,48.0,8.1,11.0,0.342373,8.1,7.5,6,,3.0,6.0,,3.0,,,,,4.0,1.0,0.3019,,1.0,4.0,1.0,3.0,1.0,,1.0,1.0,,2.0,1.0,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,
M,False,12437500,Yéremy Pino,984624,27.0,19.0,2.0,1.0,1,10.0,14.0,10.0,14.0,4.0,,,90,43.0,7.0,14.0,0.0421941,7.0,7.4,2,,1.0,6.0,1.0,,2.0,,,,2.0,,0.446,1.615,1.0,3.0,3.0,10.0,2.0,,2.0,1.0,2.0,4.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
F,False,12437500,Ayoze Pérez,345195,15.0,13.0,,,0,3.0,4.0,10.0,11.0,,,,79,33.0,8.6,10.0,0.0862508,8.6,8.9,2,,,4.0,,,2.0,,,,1.0,,0.4181,0.5522,,3.0,1.0,7.0,2.0,,4.0,,,2.0,,2.0,,3.0,2.0,,2.0,,,,,2.0,,,,,,,,,,
D,True,12437500,Willy Kambwala,1136721,13.0,10.0,1.0,,0,7.0,8.0,3.0,5.0,,,,45,35.0,6.9,8.0,0.0014758,6.9,7.3,0,,,3.0,,,,,1.0,1.0,,,,,4.0,,1.0,3.0,1.0,,1.0,,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,
M,True,12437500,Santi Comesaña,843678,15.0,15.0,,,0,10.0,10.0,5.0,5.0,1.0,,,26,18.0,6.6,,0.00305956,6.6,6.7,0,,,1.0,,,,,,,,,,,2.0,,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
D,True,12437500,Sergi Cardona,986245,5.0,5.0,,,0,4.0,4.0,1.0,1.0,,,,17,9.0,6.5,1.0,0.00016294,6.5,6.7,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,True,12437500,Tajon Buchanan,973290,7.0,6.0,,,0,3.0,3.0,3.0,4.0,1.0,,,17,11.0,6.7,2.0,0.00223194,6.7,6.7,0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
F,True,12437500,Etta Eyong,1393673,,,,,0,,,,,,,,11,4.0,6.4,2.0,,6.4,6.4,0,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
G,False,12437500,Marko Dmitrović,94527,15.0,12.0,11.0,8.0,0,7.0,7.0,5.0,8.0,8.0,4.0,4.0,90,24.0,7.3,3.0,0.00061823,7.3,7.5,0,-0.3989,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
D,False,12437500,Valentin Rosier,842419,50.0,49.0,4.0,3.0,0,18.0,18.0,31.0,33.0,,,,63,63.0,6.8,3.0,0.0113157,6.8,6.5,0,,1.0,6.0,,,,,1.0,2.0,1.0,,,,1.0,,1.0,3.0,,,,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,
